title;slug;address;city;zone;province;country;type;price;priceValue;referenceCode;sourcePrice;sourceUrl;sortOrder;bedrooms;bathrooms;surface;description;imageUrl;gallery;tag;status;linkMode;vendorId;externalUrl;referralParameter;referralCode;features;latitude;longitude;sourceMentionRemoved
Apartamentos;apartamentos;San Cayetano;San Cayetano;San Cayetano;Murcia;España;Villa;Obra Nueva € 226.900;226900;LRN-027;Obra Nueva € 226.900;https://lrcostahomes.com/es/property/apartments-2/;0;23;23;6786;Apartamentos de 2 y 3 dormitorios y 2 baños rodeados de amplias zonas verdes, piscinas y gimnasio, a precios muy competitivos en la costa de Murcia. Todos los apartamentos incluyen plaza de aparcamiento y trastero. Las viviendas en planta baja disponen de jardín privado, mientras que los áticos cuentan con impresionantes soláriums. Por qué comprar: Todas las unidades incluyen estacionamiento y trastero. Áticos con soláriums privados de hasta 53 m²: luz natural y espacio exterior de primera calidad. Apartamentos en planta baja con jardines privados: perfectos para familias y residentes permanentes. Uno de los precios de apartamentos más competitivos en una ubicación costera de Murcia. Amplio jardín comunitario con dos grandes piscinas y gimnasio.;https://lrcostahomes.com/wp-content/uploads/2026/07/11-7.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/11-7.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/13-7.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/5-12.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/2-13.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/4-14.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/6-12.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/7-17.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/8-12.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/9-8.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/10-8.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/12-8.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/14-7.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/15-6.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/16-3.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/17-4.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/18-2.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/19-2.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/1-41.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/AEREA1.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/apartments-2/;ref;MARTINEZ;"[""jardín"", ""Estacionamiento"", ""Trastero"", ""Piscina""]";37.8076737042;-0.89581082702177;no
Adosado;adosado;San Javier;San Javier;San Javier;Alicante;España;Villa;Obra Nueva € 329.900;329900;LRN-026;Obra Nueva € 329.900;https://lrcostahomes.com/es/property/townhouse/;0;3;3;137;Amplias casas adosadas de 3 dormitorios y 3 baños en San Javier, una de las localidades más prácticas y mejor comunicadas de la Costa Cálida. Cada vivienda tiene una superficie de entre 135 y 138 m² distribuidos en varias plantas y cuenta con jardín privado, aparcamiento en parcela, terraza, solárium y una gran piscina privada. Por qué comprar: Espacio excepcional a un precio inmejorable: 135–138 m² de superficie habitable más jardín privado, terraza, solárium, aparcamiento en parcela y piscina. 3 dormitorios, 3 baños: ideal para familias o compradores que buscan un alojamiento espacioso. San Javier: gran infraestructura, fácil acceso a La Manga, la costa del Mar Menor y Corvera o el aeropuerto de Alicante Piscina privada y aparcamiento incluidos: un factor clave para las tarifas de alquiler premium y el atractivo para los compradores.;https://lrcostahomes.com/wp-content/uploads/2026/07/1-40.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/1-40.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/4-13.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/7-16.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/8-11.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/9-7.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/10-7.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/townhouse/;ref;MARTINEZ;"[""jardín"", ""Estacionamiento"", ""Solarium"", ""Piscina""]";37.801998427335;-0.84190915465849;no
Bungalows dúplex;bungalows-d-plex;San Pedro del Pinatar;San Pedro de Pinatar;San Pedro del Pinatar;Murcia;España;Villa;Obra Nueva € 319.900;319900;LRN-025;Obra Nueva € 319.900;https://lrcostahomes.com/es/property/bungalow-maisonettes/;0;2;2;8492;Nueva colección de casas adosadas tipo bungalow en San Pedro del Pinatar, con un mercado de alquiler muy activo durante todo el año. Las unidades de la planta baja cuentan con terrazas y piscinas privadas. Algunas unidades de la planta superior incluyen jacuzzi o piscina privada sin coste adicional. A poca distancia a pie de todos los servicios. Algunos apartamentos en la planta superior incluyen jacuzzi o piscina privados, una característica premium que conlleva tarifas de alquiler por noche más elevadas. Dos unidades con sótano (78 m²) — espacio de almacenamiento adicional 2 dormitorios, 2 baños: distribución práctica ideal para alquiler vacacional o residencia permanente.;https://lrcostahomes.com/wp-content/uploads/2026/07/1-39.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/1-39.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/2-12.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/3-12.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/4-12.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/5-11.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/6-11.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/bungalow-maisonettes/;ref;MARTINEZ;"[""Estacionamiento"", ""Piscina""]";37.840856226433;-0.77805112243193;no
Apartamentos rodeados por el campo de golf.;apartamentos-rodeados-por-el-campo-de-golf;Los Alcazares;Los Alcázares;Los Alcázares;Murcia;España;Villa;Obra Nueva € 278.900;278900;Ninguna;Obra Nueva € 278.900;https://lrcostahomes.com/es/property/apartments-surrounded-by-the-golf-course/;0;2;2;74;"Veintiocho apartamentos modernos de 2 y 3 dormitorios rodeados por el campo de golf de Los Alcázares, con impresionantes vistas al mar menor. Todas las viviendas incluyen aparcamiento y trastero. Estos apartamentos tienen acceso a una gran piscina comunitaria y jardines. Los áticos cuentan con soláriums privados de hasta 78 m². Los Alcázares registra una tasa de ocupación media del 47 % en Airbnb, lo que lo convierte en una excelente opción para inversores en alquileres vacacionales. Por qué comprar: Rodeado de campos de golf y con vistas al Mar Menor. Apartamentos de 2 y 3 habitaciones con estacionamiento y trastero incluidos en cada unidad. A 800 metros de la playa: fuerte demanda de alquiler durante todo el año. Áticos con soláriums privados de hasta 78 m²: un estilo de vida de lujo en la planta más alta. Los apartamentos de la segunda y tercera planta disfrutan de vistas abiertas al mar Menor; las viviendas de la planta baja ofrecen acceso directo al jardín y a la piscina.";https://lrcostahomes.com/wp-content/uploads/2026/07/8-10.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/8-10.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/7-15.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/11-6.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/12-7.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/13-6.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/14-6.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/15-5.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/16-2.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/17-3.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/20-2.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/21-2.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/22-1.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/23-1.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/24.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/26.jpeg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/4-11.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/apartments-surrounded-by-the-golf-course/;ref;MARTINEZ;"[""jardín"", ""Lift"", ""Estacionamiento"", ""Solarium"", ""Piscina""]";37.745173113314;-0.85875817783666;no
villas modernas;villas-modernas;Roldan;Roldán;Roldán;Murcia;España;Villa;Obra Nueva € 262.900;262900;LRN-023;Obra Nueva € 262.900;https://lrcostahomes.com/es/property/modern-villas/;0;2;2;81;Modernas villas de 2 dormitorios en Roldán, una de las urbanizaciones más populares de Murcia. Cada villa cuenta con piscina privada, solárium privado con cocina de verano, jardín y aparcamiento en su propia parcela. Con una amplia variedad de tamaños y orientaciones de parcela disponibles, los compradores tienen una gran libertad de elección a uno de los precios más competitivos de la zona. Cada villa incluye piscina privada, solárium (63 m²), jardín y aparcamiento en la parcela. Amplia gama de tamaños de parcelas desde 152 m² hasta 202 m²: elija su orientación y espacio ideales. Roldán: ubicación bien comunicada a 15 minutos de la costa del Mar Menor y del aeropuerto de Corvera.;https://lrcostahomes.com/wp-content/uploads/2026/07/3-11.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/3-11.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/2-11.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/4-10.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/6-10.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/7-14.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/8-9.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/9-6.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/10-6.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/11-5.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/12-6.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/13-5.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/14-5.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/15-4.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/5-10.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/1-38.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/modern-villas/;ref;MARTINEZ;"[""jardín"", ""Estacionamiento"", ""Solarium"", ""Piscina""]";37.976101117076;-0.67986081481474;no
Villa;villa;Orihuela Costa;Orihuela Costa;Orihuela Costa;Murcia;España;Villa;En venta;0;LR-059;En venta;https://lrcostahomes.com/es/property/villa-8/;0;3;3;110;Villa en venta en Orihuela Costa, ubicada en una zona muy solicitada por su proximidad a playas, campos de golf y todos los servicios. Esta propiedad es ideal para vivir todo el año, como segunda residencia o como inversión inmobiliaria en la Costa Blanca. La villa cuenta con 110 m² de superficie habitable en una parcela privada de 370 m², ofreciendo amplios espacios exteriores, privacidad y una excelente orientación. Dispone de 3 dormitorios y 2 baños, con una distribución cómoda y funcional. La planta baja consta de dos dormitorios y un baño, facilitando el acceso y el uso diario de la propiedad. La planta superior alberga la suite principal, con acceso directo a una gran terraza privada con doble orientación sureste y suroeste, que proporciona luz natural durante todo el día. En el exterior, la villa ofrece una piscina privada climatizada, una pérgola junto a la piscina y un entorno ideal para disfrutar del clima mediterráneo. La propiedad también cuenta con aparcamiento privado, una característica muy valorada en las villas de Orihuela Costa. La casa se encuentra a tan solo 5 minutos en coche de las playas de Campoamor y Cabo Roig, y cerca de supermercados, farmacias, restaurantes y otros servicios. También está cerca de los campos de golf de Las Ramblas y Campoamor, así como del centro comercial La Zenia Boulevard.;https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492263_xl.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492263_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492262_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492269_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492264_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492268_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492270_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492265_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492266_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492267_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492273_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492274_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492276_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492277_xl-1.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492278_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492279_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492280_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492281_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492282_xl.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/reventa-villa-orihuela-costa-lomas-de-don-juan_492283_xl.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/villa-8/;ref;MARTINEZ;"[""jardín"", ""Estacionamiento"", ""Piscina""]";37.931924929501;-0.74190231383063;no
Villa;villa;San Miguel de Salinas;San Miguel de Salinas;San Miguel de Salinas;Murcia;España;Villa;Obra Nueva € 429.900;429900;LRN-022;Obra Nueva € 429.900;https://lrcostahomes.com/es/property/villa-7/;0;3;3;103;Esta elegante villa de nueva construcción se encuentra en San Miguel de Salinas, una de las zonas más tranquilas y exclusivas de la Costa Blanca Sur. Diseñada en una sola planta, la propiedad combina confort, estilo contemporáneo y una excelente calidad de construcción, lo que la hace ideal para vivir todo el año o disfrutar de unas vacaciones mediterráneas. Diseño moderno de una sola planta La villa cuenta con una distribución luminosa y funcional, con acabados de alta calidad en todas las estancias: 3 dormitorios con armarios empotrados 2 baños completos con accesorios modernos y duchas a ras de suelo. Salón-comedor diáfano con grandes ventanales. Cocina completamente equipada con electrodomésticos Puerta principal de seguridad reforzada Grandes puertas correderas conectan el interior con la terraza, permitiendo que la luz natural inunde el espacio y creando una conexión perfecta entre el interior y el exterior. Confort y eficiencia energética La villa incluye varias características modernas diseñadas para una vida confortable: Sistema de calentamiento de agua eléctrico aerotérmico Preinstalación para aire acondicionado central persianas motorizadas Video portero Iluminación de LED Materiales de alta calidad por dentro y por fuera. Estas características ayudan a mantener una excelente eficiencia energética durante todo el año. Espacio exterior privado con piscina opcional. La villa está situada en una parcela privada con: Jardin y terraza Muro perimetral y valla metálica Zona de comedor y descanso al aire libre Preinstalación para un solárium (electricidad, agua, televisión) Parking privado;https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334186.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334186.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334191.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334192.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334194.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334195.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334196.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334197.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334198.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334199.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334201.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334202.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334205.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334207.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334210.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334211.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334212.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334214.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334217.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334219.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334220.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334221.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334222.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/61272-55759674-1453334224.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/villa-7/;ref;MARTINEZ;"[""jardín"", ""Estacionamiento"", ""Solarium"", ""Piscina""]";37.974845213226;-0.78251431823271;no
Villas;villas;Polop, Alicante;Polop;Alicante;Alicante;España;Villa;Obra Nueva € 514.400;514400;LRN-021;Obra Nueva € 514.400;https://lrcostahomes.com/es/property/villas-4/;0;3;3;120260;Magnífico conjunto residencial de modernas villas independientes, diseñadas para quienes desean disfrutar plenamente del estilo de vida mediterráneo. Ofrece viviendas de 3 y 4 dormitorios, cuidadosamente diseñadas para integrar a la perfección los espacios interiores con amplias zonas exteriores. Las viviendas están situadas de forma que todas dan al mar, disfrutando además de una magnífica orientación sureste. Uno de sus mayores atractivos son sus impresionantes vistas panorámicas, que combinan dos paisajes únicos: el azul profundo de la bahía de Altea y la imponente sierra de Alicante, conocida por sus espectaculares picos y su entorno natural. Desde las terrazas, los residentes pueden contemplar estas vistas mientras disfrutan de amplios espacios al aire libre que se adaptan a las preferencias individuales. Estas terrazas están diseñadas para aprovechar al máximo el excelente clima de la región. Las viviendas han sido concebidas pensando en la vida al aire libre, ofreciendo no solo terrazas, sino también jardines privados, porches, piscinas y soláriums. Su ubicación privilegiada le añade aún más atractivo. A tan solo cinco minutos del centro de Polop de la Marina, los residentes tienen fácil acceso a un encantador pueblo que ofrece todo tipo de servicios, como restaurantes, tiendas, supermercados, bancos y centros de salud. Para los amantes del deporte y la naturaleza, la zona ofrece numerosas rutas de senderismo y ciclismo de montaña, así como un complejo deportivo con pistas de pádel. Los aficionados al golf también apreciarán la proximidad a prestigiosos campos de golf, a menos de 15 minutos en coche.;https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7268-HDR-scaled.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7268-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7193-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7196-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7199-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7208-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7211-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7214-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7217-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7220-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7223-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7229-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7232-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7235-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7238-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7241-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7244-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7247-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7250-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7253-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7256-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7259-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7262-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7265-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7271-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7274-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/01042025-2I4A7279-HDR-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/29032025-DJI_0561-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/29032025-DJI_0571-scaled.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/29032025-DJI_0572-scaled.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/villas-4/;ref;MARTINEZ;"[""jardín"", ""Estacionamiento"", ""Solarium"", ""Piscina""]";38.624455007809;-0.13235119252675;no
Villas;villas;Torre Pacheco;Torre Pacheco;Torre Pacheco;Murcia;España;Villa;Obra Nueva € 314.900;314900;LRN-020;Obra Nueva € 314.900;https://lrcostahomes.com/es/property/villas-3/;0;3;3;193;Villas con una superficie construida de 90 m2, 3 dormitorios y 2 baños, en parcelas desde 193 m2. Salón, cocina, terraza y solárium de 79 m2. Piscina privada.;https://lrcostahomes.com/wp-content/uploads/2026/07/1-37.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/1-37.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/2-10.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/3-10.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/4-9.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/5-9.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/6-9.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/7-13.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/8-8.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/villas-3/;ref;MARTINEZ;"[""jardín"", ""Solarium"", ""Piscina""]";37.786068024289;-0.94833920836943;no
Villas;villas;Torre Pacheco;Torre Pacheco;Torre Pacheco;Murcia;España;Villa;Obra Nueva € 259.900;259900;LRN-019;Obra Nueva € 259.900;https://lrcostahomes.com/es/property/villas-2/;0;3;3;88;Villas con una superficie construida de 88 m2, 3 dormitorios y 2 baños, en parcelas desde 167 m2. Salón, cocina, terraza y solárium de 80 m2. Piscina privada.;https://lrcostahomes.com/wp-content/uploads/2026/07/1-36.jpg;"[""https://lrcostahomes.com/wp-content/uploads/2026/07/1-36.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/3-9.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/4-8.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/5-8.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/6-8.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/7-12.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/8-7.jpg"", ""https://lrcostahomes.com/wp-content/uploads/2026/07/2-9.jpg""]";Selección Vivienda Nova;draft;capture;;https://lrcostahomes.com/es/property/villas-2/;ref;MARTINEZ;"[""Solarium"", ""Piscina""]";37.749283266478;-0.95686497948742;no
